Date (StatewiseTestingDetails.csv),State (StatewiseTestingDetails.csv),Negative,Positive,Total Samples
28-06-2021,Punjab,,,10795548
29-06-2021,Punjab,,,10847309
30-06-2021,Punjab,,,10896152
01-07-2021,Punjab,,,10947245
02-07-2021,Punjab,,,10995612
03-07-2021,Punjab,,,11040759
04-07-2021,Punjab,,,11081636
05-07-2021,Punjab,,,11107570
06-07-2021,Punjab,,,11155450
07-07-2021,Punjab,,,11203403
08-07-2021,Punjab,,,11250086
09-07-2021,Punjab,,,11291779
10-07-2021,Punjab,,,11332750
11-07-2021,Punjab,,,11376098
12-07-2021,Punjab,,,11403143
13-07-2021,Punjab,,,11444310
14-07-2021,Punjab,,,11485744
15-07-2021,Punjab,,,11524579
16-07-2021,Punjab,,,11567826
17-07-2021,Punjab,,,11611376
18-07-2021,Punjab,,,11654465
19-07-2021,Punjab,,,11677723
20-07-2021,Punjab,,,11720116
21-07-2021,Punjab,,,11760706
22-07-2021,Punjab,,,11792233
23-07-2021,Punjab,,,11838018
24-07-2021,Punjab,,,11877764
25-07-2021,Punjab,,,11912389
26-07-2021,Punjab,,,11935633
27-07-2021,Punjab,,,11978055
28-07-2021,Punjab,,,12019354
29-07-2021,Punjab,,,12058233
30-07-2021,Punjab,,,12094239
31-07-2021,Punjab,,,12129632
01-08-2021,Punjab,,,12167824
02-08-2021,Punjab,,,12189923
03-08-2021,Punjab,,,12228333
04-08-2021,Punjab,,,12264923
05-08-2021,Punjab,,,12318033
06-08-2021,Punjab,,,12340205
07-08-2021,Punjab,,,12379434
08-08-2021,Punjab,,,12417669
09-08-2021,Punjab,,,12437299
10-08-2021,Punjab,,,12475529
07-04-2020,Rajasthan,16401,363,17638
08-04-2020,Rajasthan,16401,363,17638
09-04-2020,Rajasthan,17851,463,19107
10-04-2020,Rajasthan,20698,561,22349
11-04-2020,Rajasthan,22583,678,24857
12-04-2020,Rajasthan,25105,796,28505
13-04-2020,Rajasthan,28657,847,31804
14-04-2020,Rajasthan,29376,1005,34928
15-04-2020,Rajasthan,31902,1076,37860
16-04-2020,Rajasthan,33739,1101,40778
17-04-2020,Rajasthan,36153,1229,42847
18-04-2020,Rajasthan,39092,1282,47197
19-04-2020,Rajasthan,43537,1478,51614
20-04-2020,Rajasthan,47657,1576,57290
21-04-2020,Rajasthan,54100,1735,61492
22-04-2020,Rajasthan,58552,1888,66257
23-04-2020,Rajasthan,63485,1964,69764
24-04-2020,Rajasthan,68133,2034,74484
25-04-2020,Rajasthan,71806,2083,78993
26-04-2020,Rajasthan,75670,2185,82942
27-04-2020,Rajasthan,80830,2262,87777
28-04-2020,Rajasthan,85834,2364,92506
29-04-2020,Rajasthan,90108,2438,97790
30-04-2020,Rajasthan,,2584,103704
01-05-2020,Rajasthan,100277,2666,108543
02-05-2020,Rajasthan,104705,2720,113934
03-05-2020,Rajasthan,112345,2886,120240
04-05-2020,Rajasthan,122513,3061,129258
05-05-2020,Rajasthan,128297,3158,134987
06-05-2020,Rajasthan,134172,3317,139580
07-05-2020,Rajasthan,139830,3427,145510
08-05-2020,Rajasthan,146198,3579,152245
09-05-2020,Rajasthan,152296,3708,159157
10-05-2020,Rajasthan,158830,3814,166424
11-05-2020,Rajasthan,168546,3988,176130
12-05-2020,Rajasthan,,4126,185610
13-05-2020,Rajasthan,186125,4328,194683
14-05-2020,Rajasthan,197269,4534,204243
15-05-2020,Rajasthan,203770,4747,212317
16-05-2020,Rajasthan,213395,4960,221439
17-05-2020,Rajasthan,221764,5202,231946
18-05-2020,Rajasthan,234165,5375,243476
19-05-2020,Rajasthan,244955,5845,254533
20-05-2020,Rajasthan,254128,6015,265555
21-05-2020,Rajasthan,266687,6227,275974
22-05-2020,Rajasthan,277744,6494,287164
23-05-2020,Rajasthan,292384,6657,303935
24-05-2020,Rajasthan,306209,7028,317067
25-05-2020,Rajasthan,318146,7300,327836
26-05-2020,Rajasthan,326368,7536,337159
27-05-2020,Rajasthan,338611,7816,350600
28-05-2020,Rajasthan,351861,8067,365556
29-05-2020,Rajasthan,365925,8365,379315
30-05-2020,Rajasthan,382315,8617,395490
31-05-2020,Rajasthan,396789,8831,409777
01-06-2020,Rajasthan,411965,9100,425184
02-06-2020,Rajasthan,428471,9373,440789
03-06-2020,Rajasthan,440850,9652,454788
04-06-2020,Rajasthan,451826,9862,467129
05-06-2020,Rajasthan,465349,10084,480910
06-06-2020,Rajasthan,478366,10337,494480
07-06-2020,Rajasthan,491233,10599,506784
08-06-2020,Rajasthan,503208,10876,518350
09-06-2020,Rajasthan,515872,11245,530031
10-06-2020,Rajasthan,527864,11600,543312
11-06-2020,Rajasthan,542256,11838,558064
12-06-2020,Rajasthan,556040,12068,571543
13-06-2020,Rajasthan,569314,12401,584954
14-06-2020,Rajasthan,583279,12694,598920
15-06-2020,Rajasthan,594991,12981,609296
16-06-2020,Rajasthan,606279,13216,622334
17-06-2020,Rajasthan,620217,13542,637937
18-06-2020,Rajasthan,636216,13857,654816
19-06-2020,Rajasthan,650510,14156,667643
20-06-2020,Rajasthan,664383,14537,683017
21-06-2020,Rajasthan,680233,14930,699126
22-06-2020,Rajasthan,691507,15232,709592
23-06-2020,Rajasthan,706363,15627,726077
24-06-2020,Rajasthan,721511,16009,740855
25-06-2020,Rajasthan,737395,16296,757137
26-06-2020,Rajasthan,750535,16660,770174
27-06-2020,Rajasthan,764966,16944,784803
28-06-2020,Rajasthan,780247,17271,800214
29-06-2020,Rajasthan,789921,17660,809777
30-06-2020,Rajasthan,803554,18014,824213
01-07-2020,Rajasthan,818485,18312,839370
02-07-2020,Rajasthan,832738,18662,854274
03-07-2020,Rajasthan,846953,19052,869602
04-07-2020,Rajasthan,865371,19532,889355
05-07-2020,Rajasthan,884457,20164,909132
06-07-2020,Rajasthan,896508,20688,920600
07-07-2020,Rajasthan,915326,21404,940758
08-07-2020,Rajasthan,936065,22063,963454
09-07-2020,Rajasthan,960369,22563,987272
10-07-2020,Rajasthan,981938,23174,1009195
11-07-2020,Rajasthan,1003903,23748,1032198
12-07-2020,Rajasthan,1025295,24392,1054080
13-07-2020,Rajasthan,1039250,24936,1068283
14-07-2020,Rajasthan,1065910,25571,1096696
15-07-2020,Rajasthan,1091930,26437,1123902
16-07-2020,Rajasthan,1119188,27174,1151952
17-07-2020,Rajasthan,1142148,27789,1175379
18-07-2020,Rajasthan,1169662,28500,1204676
19-07-2020,Rajasthan,1195328,29434,1231760
20-07-2020,Rajasthan,1207571,30390,1244387
21-07-2020,Rajasthan,1232900,31373,1270376
22-07-2020,Rajasthan,1259602,32334,1298218
23-07-2020,Rajasthan,1285878,33220,1325580
24-07-2020,Rajasthan,1309112,34178,1349544
25-07-2020,Rajasthan,1335929,35298,1377850
26-07-2020,Rajasthan,1361480,36430,1403124
27-07-2020,Rajasthan,1374679,37564,1417882
28-07-2020,Rajasthan,1402268,38636,1445240
29-07-2020,Rajasthan,1429523,39780,1473098
30-07-2020,Rajasthan,1455427,40936,1500693
31-07-2020,Rajasthan,1481949,42083,1526962
01-08-2020,Rajasthan,1507518,43243,1553942
02-08-2020,Rajasthan,1525094,44410,1570989
03-08-2020,Rajasthan,1538352,45555,1584925
04-08-2020,Rajasthan,1545391,46679,1592318
05-08-2020,Rajasthan,1570626,47272,1619744
06-08-2020,Rajasthan,1600732,48996,1651221
07-08-2020,Rajasthan,1626488,50157,1678314
08-08-2020,Rajasthan,1656370,51328,1710963
09-08-2020,Rajasthan,1683981,52497,1740732
10-08-2020,Rajasthan,1699840,53670,1754897
11-08-2020,Rajasthan,1727722,,1784992
12-08-2020,Rajasthan,1759088,56100,1820131
13-08-2020,Rajasthan,1778894,57414,1839445
14-08-2020,Rajasthan,1807490,58692,1868534
15-08-2020,Rajasthan,1835625,59979,1898595
16-08-2020,Rajasthan,1850043,61296,1913726
17-08-2020,Rajasthan,1865936,62630,1930842
18-08-2020,Rajasthan,1899725,63977,1966178
19-08-2020,Rajasthan,1930213,,1998912
20-08-2020,Rajasthan,1963754,,2033646
21-08-2020,Rajasthan,1990256,67954,2062109
22-08-2020,Rajasthan,2021945,,2093850
23-08-2020,Rajasthan,2048693,,2122395
24-08-2020,Rajasthan,2063202,,2137137
25-08-2020,Rajasthan,2091316,,2166744
26-08-2020,Rajasthan,2118295,,2196353
27-08-2020,Rajasthan,2148920,,2228662
28-08-2020,Rajasthan,2174174,,2254613
29-08-2020,Rajasthan,2193549,,2274901
30-08-2020,Rajasthan,2218765,,2302023
31-08-2020,Rajasthan,2230754,,2314603
01-09-2020,Rajasthan,2257909,,2343369
02-09-2020,Rajasthan,2277602,,2364613
03-09-2020,Rajasthan,2302972,,2392144
04-09-2020,Rajasthan,2326326,,2416268
05-09-2020,Rajasthan,2352305,,2443995
06-09-2020,Rajasthan,2378102,,2471540
07-09-2020,Rajasthan,2389258,,2483715
08-09-2020,Rajasthan,2417075,,2513910
09-09-2020,Rajasthan,2444289,,2542632
10-09-2020,Rajasthan,2472374,,2572191
11-09-2020,Rajasthan,2498205,,2599477
12-09-2020,Rajasthan,2527228,,2630771
13-09-2020,Rajasthan,2553839,,2658373
14-09-2020,Rajasthan,2566267,,2672224
15-09-2020,Rajasthan,2595594,,2705303
16-09-2020,Rajasthan,2626768,,2738444
17-09-2020,Rajasthan,2654216,,2767508
18-09-2020,Rajasthan,2680626,,2795479
19-09-2020,Rajasthan,2709269,,2826262
20-09-2020,Rajasthan,2739391,,2856718
21-09-2020,Rajasthan,2751165,,2870267
22-09-2020,Rajasthan,2782179,,2904053
23-09-2020,Rajasthan,2811835,,2935751
24-09-2020,Rajasthan,2842797,,2968083
25-09-2020,Rajasthan,2867910,,2994763
26-09-2020,Rajasthan,2893933,,3024341
27-09-2020,Rajasthan,2920018,,3051135
28-09-2020,Rajasthan,2929621,,3062603
29-09-2020,Rajasthan,2955369,,3091105
30-09-2020,Rajasthan,2980551,,3118797
01-10-2020,Rajasthan,3003442,,3143572
02-10-2020,Rajasthan,3023628,,3165902
03-10-2020,Rajasthan,3038596,,3182409
04-10-2020,Rajasthan,3061376,,3207733
05-10-2020,Rajasthan,3071195,,3219068
06-10-2020,Rajasthan,3094311,,3245268
07-10-2020,Rajasthan,3112877,,3267575
08-10-2020,Rajasthan,3136383,,3291115
09-10-2020,Rajasthan,3154680,,3311811
10-10-2020,Rajasthan,3176313,,3335785
11-10-2020,Rajasthan,3195594,,3356935
12-10-2020,Rajasthan,3203020,,3366071
13-10-2020,Rajasthan,3226089,,3392097
14-10-2020,Rajasthan,3246485,,3414166
15-10-2020,Rajasthan,3266766,,3436121
16-10-2020,Rajasthan,3284844,,3456029
17-10-2020,Rajasthan,3304360,,3478430
18-10-2020,Rajasthan,3315575,,3490719
19-10-2020,Rajasthan,3322097,,3499421
20-10-2020,Rajasthan,3343985,,3524088
21-10-2020,Rajasthan,3365283,,3546683
22-10-2020,Rajasthan,3385209,,3568198
23-10-2020,Rajasthan,3402531,,3587537
24-10-2020,Rajasthan,3422631,,3609151
25-10-2020,Rajasthan,3434999,,3623031
26-10-2020,Rajasthan,3441260,,3631465
27-10-2020,Rajasthan,3462427,,3654738
28-10-2020,Rajasthan,3483561,,3677569
29-10-2020,Rajasthan,3503822,,3699339
30-10-2020,Rajasthan,3521044,,3718493
31-10-2020,Rajasthan,3533901,,3732880
01-11-2020,Rajasthan,3551617,,3753254
02-11-2020,Rajasthan,3559145,,3761961
03-11-2020,Rajasthan,3580198,,3785407
04-11-2020,Rajasthan,3599886,,3806335
05-11-2020,Rajasthan,3617138,,3825035
06-11-2020,Rajasthan,3634205,,3844472
07-11-2020,Rajasthan,3652769,,3865194
08-11-2020,Rajasthan,3671577,,3885562
09-11-2020,Rajasthan,3682224,,3896209
10-11-2020,Rajasthan,3703657,,3921623
11-11-2020,Rajasthan,3724338,,3943942
12-11-2020,Rajasthan,3744714,,3966824
13-11-2020,Rajasthan,3764423,,3988281
14-11-2020,Rajasthan,3781300,,4007392
15-11-2020,Rajasthan,3787906,,4015598
16-11-2020,Rajasthan,3793329,,4022884
17-11-2020,Rajasthan,3803680,,4035833
18-11-2020,Rajasthan,3824525,,4059776
19-11-2020,Rajasthan,3854940,,4091779
20-11-2020,Rajasthan,3880547,,4119378
21-11-2020,Rajasthan,3907807,,4149854
22-11-2020,Rajasthan,3934715,,4179816
23-11-2020,Rajasthan,3946080,,4194121
24-11-2020,Rajasthan,3973287,,4225732
25-11-2020,Rajasthan,4002961,,4259050
26-11-2020,Rajasthan,4030640,,4290454
27-11-2020,Rajasthan,4059687,,4322512
28-11-2020,Rajasthan,4093818,,4358971
29-11-2020,Rajasthan,4127832,,4395899
30-11-2020,Rajasthan,4140463,,4411509
01-12-2020,Rajasthan,4162364,,4435119
02-12-2020,Rajasthan,4196748,,4472909
03-12-2020,Rajasthan,4233930,,4512399
04-12-2020,Rajasthan,4269390,,4549574
05-12-2020,Rajasthan,4303968,,4586151
06-12-2020,Rajasthan,4333657,,4617606
07-12-2020,Rajasthan,4344758,,4630233
08-12-2020,Rajasthan,4376876,,4664755
09-12-2020,Rajasthan,4404887,,4694145
10-12-2020,Rajasthan,4434303,,4724809
11-12-2020,Rajasthan,4460507,,4752183
12-12-2020,Rajasthan,4485147,,4778273
13-12-2020,Rajasthan,4513102,,4807770
14-12-2020,Rajasthan,4526438,,4821740
15-12-2020,Rajasthan,4558033,,4855362
16-12-2020,Rajasthan,4588095,,4886577
17-12-2020,Rajasthan,4617374,,4917294
18-12-2020,Rajasthan,4643895,,4944021
19-12-2020,Rajasthan,4671821,,4973056
20-12-2020,Rajasthan,4698043,,5000134
21-12-2020,Rajasthan,4707734,,5010313
22-12-2020,Rajasthan,4737642,,5041704
23-12-2020,Rajasthan,4765887,,5071192
24-12-2020,Rajasthan,4796004,,5101937
25-12-2020,Rajasthan,4823245,,5129178
26-12-2020,Rajasthan,4838513,,5145231
27-12-2020,Rajasthan,4866322,,5173485
28-12-2020,Rajasthan,,,5183831
29-12-2020,Rajasthan,,,5213762
30-12-2020,Rajasthan,,,5239812
31-12-2020,Rajasthan,,,5265204
01-01-2021,Rajasthan,,,5285777
02-01-2021,Rajasthan,,,5304141
03-01-2021,Rajasthan,,,5325309
04-01-2021,Rajasthan,,,5333805
05-01-2021,Rajasthan,,,5358544
06-01-2021,Rajasthan,,,5382172
07-01-2021,Rajasthan,,,5405423
08-01-2021,Rajasthan,,,5427159
09-01-2021,Rajasthan,,,5450256
10-01-2021,Rajasthan,,,5475101
11-01-2021,Rajasthan,,,5485004
12-01-2021,Rajasthan,,,5510518
13-01-2021,Rajasthan,,,5533802
14-01-2021,Rajasthan,,,5555674
15-01-2021,Rajasthan,,,5568441
16-01-2021,Rajasthan,,,5591844
17-01-2021,Rajasthan,,,5613209
18-01-2021,Rajasthan,,,5622315
19-01-2021,Rajasthan,,,5647780
20-01-2021,Rajasthan,,,5670615
21-01-2021,Rajasthan,,,5683441
22-01-2021,Rajasthan,,,5705383
23-01-2021,Rajasthan,,,5726754
24-01-2021,Rajasthan,,,5744724
25-01-2021,Rajasthan,,,5751640
26-01-2021,Rajasthan,,,5771559
27-01-2021,Rajasthan,,,5778472
28-01-2021,Rajasthan,,,5797355
29-01-2021,Rajasthan,,,5814009
30-01-2021,Rajasthan,,,5832977
31-01-2021,Rajasthan,,,5851737
01-02-2021,Rajasthan,,,5858590
02-02-2021,Rajasthan,,,5872507
03-02-2021,Rajasthan,,,5889518
04-02-2021,Rajasthan,,,5908302
05-02-2021,Rajasthan,,,5925867
06-02-2021,Rajasthan,,,5945084
07-02-2021,Rajasthan,,,5963644
08-02-2021,Rajasthan,,,5970645
09-02-2021,Rajasthan,,,5992501
10-02-2021,Rajasthan,,,6012115
11-02-2021,Rajasthan,,,6031403
12-02-2021,Rajasthan,,,6049608
13-02-2021,Rajasthan,,,6068008
14-02-2021,Rajasthan,,,6087241
15-02-2021,Rajasthan,,,6093518
16-02-2021,Rajasthan,,,6111693
17-02-2021,Rajasthan,,,6126862
18-02-2021,Rajasthan,,,6142865
19-02-2021,Rajasthan,,,6161092
20-02-2021,Rajasthan,,,6178593
21-02-2021,Rajasthan,,,6196348
22-02-2021,Rajasthan,,,6202897
23-02-2021,Rajasthan,,,6221798
24-02-2021,Rajasthan,,,6238864
25-02-2021,Rajasthan,,,6255821
26-02-2021,Rajasthan,,,6272778
27-02-2021,Rajasthan,,,6288702
28-02-2021,Rajasthan,,,6304465
01-03-2021,Rajasthan,,,6311140
02-03-2021,Rajasthan,,,6328173
03-03-2021,Rajasthan,,,6343717
04-03-2021,Rajasthan,,,6360150
05-03-2021,Rajasthan,,,6376085
06-03-2021,Rajasthan,,,6393132
07-03-2021,Rajasthan,,,6410889
08-03-2021,Rajasthan,,,6418664
09-03-2021,Rajasthan,,,6438485
10-03-2021,Rajasthan,,,6456572
11-03-2021,Rajasthan,,,6474600
12-03-2021,Rajasthan,,,6484022
13-03-2021,Rajasthan,,,6500997
14-03-2021,Rajasthan,,,6515985
15-03-2021,Rajasthan,,,6523039
16-03-2021,Rajasthan,,,6540217
17-03-2021,Rajasthan,,,6556622
18-03-2021,Rajasthan,,,6574421
19-03-2021,Rajasthan,,,6595443
20-03-2021,Rajasthan,,,6620036
21-03-2021,Rajasthan,,,6646073
22-03-2021,Rajasthan,,,6657689
23-03-2021,Rajasthan,,,6692252
24-03-2021,Rajasthan,,,6726815
25-03-2021,Rajasthan,,,6756641
26-03-2021,Rajasthan,,,6789888
27-03-2021,Rajasthan,,,6824876
28-03-2021,Rajasthan,,,6858264
29-03-2021,Rajasthan,,,6869625
30-03-2021,Rajasthan,,,6873806
31-03-2021,Rajasthan,,,6908881
01-04-2021,Rajasthan,,,6945497
02-04-2021,Rajasthan,,,6983623
03-04-2021,Rajasthan,,,7010397
04-04-2021,Rajasthan,,,7056864
05-04-2021,Rajasthan,,,7076638
06-04-2021,Rajasthan,,,7128353
07-04-2021,Rajasthan,,,7178301
08-04-2021,Rajasthan,,,7230603
09-04-2021,Rajasthan,,,7285519
10-04-2021,Rajasthan,,,7341539
11-04-2021,Rajasthan,,,7398952
12-04-2021,Rajasthan,,,7425270
13-04-2021,Rajasthan,,,7484479
14-04-2021,Rajasthan,,,7524365
15-04-2021,Rajasthan,,,7567748
16-04-2021,Rajasthan,,,7628646
17-04-2021,Rajasthan,,,7695207
18-04-2021,Rajasthan,,,7760082
19-04-2021,Rajasthan,,,7800262
20-04-2021,Rajasthan,,,7886105
21-04-2021,Rajasthan,,,7967086
22-04-2021,Rajasthan,,,8025721
23-04-2021,Rajasthan,,,8111760
24-04-2021,Rajasthan,,,8197849
25-04-2021,Rajasthan,,,8277809
26-04-2021,Rajasthan,,,8322104
27-04-2021,Rajasthan,,,8411797
28-04-2021,Rajasthan,,,8497418
29-04-2021,Rajasthan,,,8582791
30-04-2021,Rajasthan,,,8664982
01-05-2021,Rajasthan,,,8749162
02-05-2021,Rajasthan,,,8833897
03-05-2021,Rajasthan,,,8882698
04-05-2021,Rajasthan,,,8982116
05-05-2021,Rajasthan,,,9074803
06-05-2021,Rajasthan,,,9164902
07-05-2021,Rajasthan,,,9242688
08-05-2021,Rajasthan,,,9322119
09-05-2021,Rajasthan,,,9397607
10-05-2021,Rajasthan,,,9438776
11-05-2021,Rajasthan,,,9522627
12-05-2021,Rajasthan,,,9599659
13-05-2021,Rajasthan,,,9672129
14-05-2021,Rajasthan,,,9739918
15-05-2021,Rajasthan,,,9790123
16-05-2021,Rajasthan,,,9862902
17-05-2021,Rajasthan,,,9899078
18-05-2021,Rajasthan,,,9973974
19-05-2021,Rajasthan,,,10028661
20-05-2021,Rajasthan,,,10070385
21-05-2021,Rajasthan,,,10118617
22-05-2021,Rajasthan,,,10181510
23-05-2021,Rajasthan,,,10234346
24-05-2021,Rajasthan,,,10258716
25-05-2021,Rajasthan,,,10317471
26-05-2021,Rajasthan,,,10366512
27-05-2021,Rajasthan,,,10423214
28-05-2021,Rajasthan,,,10469750
29-05-2021,Rajasthan,,,10521951
30-05-2021,Rajasthan,,,10571388
31-05-2021,Rajasthan,,,10591428
01-06-2021,Rajasthan,,,10643099
02-06-2021,Rajasthan,,,10692001
03-06-2021,Rajasthan,,,10743824
04-06-2021,Rajasthan,,,10795522
05-06-2021,Rajasthan,,,10849466
06-06-2021,Rajasthan,,,10902750
07-06-2021,Rajasthan,,,10922837
08-06-2021,Rajasthan,,,10974792
09-06-2021,Rajasthan,,,11022726
10-06-2021,Rajasthan,,,11068706
11-06-2021,Rajasthan,,,11115045
12-06-2021,Rajasthan,,,11161329
13-06-2021,Rajasthan,,,11206071
14-06-2021,Rajasthan,,,11224989
15-06-2021,Rajasthan,,,11270627
16-06-2021,Rajasthan,,,11314599
17-06-2021,Rajasthan,,,11358984
18-06-2021,Rajasthan,,,11404775
19-06-2021,Rajasthan,,,11449424
20-06-2021,Rajasthan,,,11489628
21-06-2021,Rajasthan,,,11505011
22-06-2021,Rajasthan,,,11547999
23-06-2021,Rajasthan,,,11590904
24-06-2021,Rajasthan,,,11635818
25-06-2021,Rajasthan,,,11680034
26-06-2021,Rajasthan,,,11723120
27-06-2021,Rajasthan,,,11767307
28-06-2021,Rajasthan,,,11781468
29-06-2021,Rajasthan,,,11825780
30-06-2021,Rajasthan,,,11868693
01-07-2021,Rajasthan,,,11910687
02-07-2021,Rajasthan,,,11952810
03-07-2021,Rajasthan,,,11998249
04-07-2021,Rajasthan,,,12041226
05-07-2021,Rajasthan,,,12057178
06-07-2021,Rajasthan,,,12104131
07-07-2021,Rajasthan,,,12148167
08-07-2021,Rajasthan,,,12189951
09-07-2021,Rajasthan,,,12232083
10-07-2021,Rajasthan,,,12278046
11-07-2021,Rajasthan,,,12317733
12-07-2021,Rajasthan,,,12331107
13-07-2021,Rajasthan,,,12372881
14-07-2021,Rajasthan,,,12410011
15-07-2021,Rajasthan,,,12446333
16-07-2021,Rajasthan,,,12482269
17-07-2021,Rajasthan,,,12517753
18-07-2021,Rajasthan,,,12552976
19-07-2021,Rajasthan,,,12566583
20-07-2021,Rajasthan,,,12600591
21-07-2021,Rajasthan,,,12636907
22-07-2021,Rajasthan,,,12654944
23-07-2021,Rajasthan,,,12690513
24-07-2021,Rajasthan,,,12724741
25-07-2021,Rajasthan,,,12757711
26-07-2021,Rajasthan,,,12769806
27-07-2021,Rajasthan,,,12805574
28-07-2021,Rajasthan,,,12837892
29-07-2021,Rajasthan,,,12869262
30-07-2021,Rajasthan,,,12902575
31-07-2021,Rajasthan,,,12935008
01-08-2021,Rajasthan,,,12967441
02-08-2021,Rajasthan,,,12977775
03-08-2021,Rajasthan,,,13007474
04-08-2021,Rajasthan,,,13037838
05-08-2021,Rajasthan,,,13069409
06-08-2021,Rajasthan,,,13099269
07-08-2021,Rajasthan,,,13130312
08-08-2021,Rajasthan,,,13160683
09-08-2021,Rajasthan,,,13170398
10-08-2021,Rajasthan,,,13185136
04-05-2020,Sikkim,169,,170
05-05-2020,Sikkim,171,0,181
06-05-2020,Sikkim,189,0,189
07-05-2020,Sikkim,207,0,216
08-05-2020,Sikkim,214,0,216
09-05-2020,Sikkim,219,0,219
10-05-2020,Sikkim,219,0,219
11-05-2020,Sikkim,219,0,219
12-05-2020,Sikkim,229,0,348
13-05-2020,Sikkim,268,0,439
14-05-2020,Sikkim,292,0,579
15-05-2020,Sikkim,229,0,348
16-05-2020,Sikkim,424,0,840
17-05-2020,Sikkim,449,0,947
18-05-2020,Sikkim,536,0,1087
19-05-2020,Sikkim,827,0,1204
20-05-2020,Sikkim,955,0,1342
22-05-2020,Sikkim,1347,0,1637
23-05-2020,Sikkim,1398,0,1707
24-05-2020,Sikkim,1471,1,1855
25-05-2020,Sikkim,1508,1,2103
26-05-2020,Sikkim,1508,1,2255
27-05-2020,Sikkim,1665,1,2417
28-05-2020,Sikkim,1801,1,2626
29-05-2020,Sikkim,1880,1,2759
30-05-2020,Sikkim,2015,1,2829
31-05-2020,Sikkim,2173,1,2925
01-06-2020,Sikkim,2601,1,3525
02-06-2020,Sikkim,2857,1,3788
03-06-2020,Sikkim,3062,2,4102
04-06-2020,Sikkim,3894,2,4358
05-06-2020,Sikkim,4143,3,4761
06-06-2020,Sikkim,4273,3,5005
08-06-2020,Sikkim,4953,6,5547
09-06-2020,Sikkim,5508,12,5815
10-06-2020,Sikkim,5850,12,6161
11-06-2020,Sikkim,6063,12,6692
12-06-2020,Sikkim,4830,26,5157
13-06-2020,Sikkim,5029,62,5377
14-06-2020,Sikkim,5177,67,5664
15-06-2020,Sikkim,5521,68,5762
16-06-2020,Sikkim,5715,68,6192
17-06-2020,Sikkim,6004,70,6349
19-06-2020,Sikkim,6500,70,6882
20-06-2020,Sikkim,6932,70,7183
21-06-2020,Sikkim,8803,70,9354
22-06-2020,Sikkim,,78,9449
23-06-2020,Sikkim,,79,9594
24-06-2020,Sikkim,,83,9849
25-06-2020,Sikkim,,85,10025
26-06-2020,Sikkim,,86,10212
27-06-2020,Sikkim,,87,10219
28-06-2020,Sikkim,,88,10364
29-06-2020,Sikkim,,88,10440
30-06-2020,Sikkim,,88,10535
01-07-2020,Sikkim,,88,10723
02-07-2020,Sikkim,,88,10900
03-07-2020,Sikkim,,101,11072
04-07-2020,Sikkim,,103,11242
05-07-2020,Sikkim,,125,11387
06-07-2020,Sikkim,,125,11407
07-07-2020,Sikkim,,125,11581
08-07-2020,Sikkim,,129,11820
09-07-2020,Sikkim,,130,12012
10-07-2020,Sikkim,,130,12119
11-07-2020,Sikkim,,156,12246
12-07-2020,Sikkim,,160,12531
13-07-2020,Sikkim,10636,162,12636
14-07-2020,Sikkim,,211,12939
15-07-2020,Sikkim,11355,,13352
16-07-2020,Sikkim,11751,235,13762
17-07-2020,Sikkim,12322,254,14373
18-07-2020,Sikkim,13051,273,15139
19-07-2020,Sikkim,13857,283,15957
20-07-2020,Sikkim,14787,305,16906
21-07-2020,Sikkim,15418,330,17564
22-07-2020,Sikkim,17218,438,19484
23-07-2020,Sikkim,18267,460,20050
24-07-2020,Sikkim,18748,477,20785
25-07-2020,Sikkim,,512,21272
27-07-2020,Sikkim,,545,22410
28-07-2020,Sikkim,20465,579,22993
29-07-2020,Sikkim,,596,23637
30-07-2020,Sikkim,21560,610,24150
31-07-2020,Sikkim,22220,639,24939
01-08-2020,Sikkim,23282,650,25916
02-08-2020,Sikkim,23804,658,26473
